complexity,simplicity,informativity,comm_cost,iff,sav,dlsav,deontic_priority,dp_trivial,dp_nontrivial,epistemic_priority,circ_priority,dp_restricted,dp_medium,optimality,natural,dominant,name
12,,0.8536972848064701,0.1463027151935299,1.0,1.0,True,True,True,False,True,True,True,True,0.9999925375301684,False,True,
5,,0.5553870595031772,0.4446129404968227,1.0,1.0,True,True,True,False,True,True,True,True,0.9999874307039436,False,True,
3,,0.4999999999999999,0.5000000000000001,1.0,1.0,True,True,True,False,True,True,True,True,0.9999481834340832,False,True,
18,,0.9999999999999998,2.220446049250313e-16,1.0,1.0,True,True,True,False,True,True,True,True,0.9999999999999998,False,True,
9,,0.7147602541883302,0.2852397458116698,1.0,1.0,True,True,True,False,True,True,True,True,0.999968578652496,False,True,
2,,0.426848642403235,0.5731513575967649,1.0,1.0,True,True,True,False,True,True,True,True,0.9999864147195624,False,True,
15,,0.9579722703639512,0.0420277296360487,1.0,1.0,True,True,True,False,True,True,True,True,0.9999905530846768,False,True,
1,,0.2284806470248411,0.771519352975159,1.0,1.0,True,True,True,False,True,True,True,True,0.9999535834138792,False,True,
6,,0.5795060658578854,0.4204939341421145,1.0,1.0,True,True,True,False,True,True,True,True,0.9999268033109372,False,True,
8,,0.6379982668977469,0.3620017331022531,1.0,1.0,False,True,True,False,True,True,True,True,0.9999869873392514,False,True,
