complexity,simplicity,informativity,comm_cost,iff,sav,dlsav,deontic_priority,dp_trivial,dp_nontrivial,epistemic_priority,circ_priority,dp_restricted,dp_medium,optimality,natural,dominant,name,original_name
8,,0.8108033040165199,0.1891966959834801,1.0,1.0,True,True,False,True,True,True,False,False,0.9999261482832338,False,True,sampled_lang_0,sampled_lang_0
2,,0.6666666666666665,0.3333333333333335,1.0,1.0,True,True,False,True,True,True,True,True,0.9999871113921048,False,True,sampled_lang_3,sampled_lang_3
16,,0.9238878694393472,0.0761121305606529,1.0,1.0,True,True,False,True,True,True,False,False,0.999946251551434,False,True,sampled_lang_4,sampled_lang_4
13,,0.90540165200826,0.09459834799174,1.0,1.0,True,True,False,True,True,True,False,False,0.9999761892109692,False,True,sampled_lang_5,sampled_lang_5
11,,0.8396162605813027,0.1603837394186973,1.0,1.0,True,True,False,True,True,True,False,False,0.9999806668707047,False,True,sampled_lang_7,sampled_lang_7
1,,0.3884092753797102,0.6115907246202898,1.0,1.0,True,True,False,True,True,True,True,True,0.9106836116677512,False,True,sampled_lang_9,sampled_lang_9
3,,0.7499999999999999,0.2500000000000001,1.0,1.0,True,True,False,True,True,True,False,False,0.9999496062144426,False,True,sampled_lang_1,sampled_lang_1
6,,0.7788129565647826,0.2211870434352174,1.0,1.0,True,True,False,True,True,True,False,False,0.9998863958978288,False,True,sampled_lang_6,sampled_lang_6
18,,0.9999999999999998,2.220446049250313e-16,1.0,1.0,True,True,False,True,True,True,False,False,0.9999999999999998,False,True,sampled_lang_8,sampled_lang_8
